HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
14,3,227,19,4,246,Staten Island,4/1/2021
22,6,261,21,4,256,Staten Island,3/31/2021
20,2,246,21,3,259,Staten Island,3/30/2021
20,1,311,20,4,260,Staten Island,3/29/2021
16,6,152,21,4,261,Staten Island,3/28/2021
14,2,215,21,4,264,Staten Island,3/27/2021
27,6,309,22,4,256,Staten Island,3/26/2021
25,3,295,20,3,250,Staten Island,3/25/2021
23,4,288,20,3,241,Staten Island,3/24/2021
16,4,252,19,3,238,Staten Island,3/23/2021
24,3,317,19,4,233,Staten Island,3/22/2021
19,3,174,18,4,220,Staten Island,3/21/2021
17,4,160,17,3,216,Staten Island,3/20/2021
18,3,267,15,4,219,Staten Island,3/19/2021
24,3,232,15,3,215,Staten Island,3/18/2021
17,4,267,14,3,213,Staten Island,3/17/2021
15,5,213,13,3,212,Staten Island,3/16/2021
18,4,226,13,3,214,Staten Island,3/15/2021
11,1,149,14,3,219,Staten Island,3/14/2021
5,5,177,14,4,219,Staten Island,3/13/2021
14,1,244,15,3,218,Staten Island,3/12/2021
15,4,213,16,4,217,Staten Island,3/11/2021
13,4,259,16,4,223,Staten Island,3/10/2021
16,1,233,16,4,224,Staten Island,3/9/2021
22,7,259,16,5,227,Staten Island,3/8/2021
15,3,147,16,4,227,Staten Island,3/7/2021
13,3,172,14,4,227,Staten Island,3/6/2021
20,5,236,14,4,222,Staten Island,3/5/2021
10,5,253,13,4,220,Staten Island,3/4/2021
13,4,266,14,4,221,Staten Island,3/3/2021
21,5,255,13,4,214,Staten Island,3/2/2021
17,5,260,12,4,206,Staten Island,3/1/2021
6,2,149,12,4,202,Staten Island,2/28/2021
12,2,138,13,4,202,Staten Island,2/27/2021
15,4,216,12,5,207,Staten Island,2/26/2021
11,3,262,12,4,208,Staten Island,2/25/2021
10,8,217,12,4,187,Staten Island,2/24/2021
14,3,201,12,3,184,Staten Island,2/23/2021
13,5,228,12,3,182,Staten Island,2/22/2021
14,3,151,12,3,183,Staten Island,2/21/2021
10,7,172,12,3,178,Staten Island,2/20/2021
14,0,228,12,3,172,Staten Island,2/19/2021
10,2,110,13,4,173,Staten Island,2/18/2021
8,3,196,14,4,190,Staten Island,2/17/2021
12,3,190,16,4,201,Staten Island,2/16/2021
16,4,234,18,4,209,Staten Island,2/15/2021
14,3,114,18,4,213,Staten Island,2/14/2021
9,5,135,18,4,211,Staten Island,2/13/2021
24,5,231,20,5,218,Staten Island,2/12/2021
15,5,228,19,5,219,Staten Island,2/11/2021
22,5,273,19,4,227,Staten Island,2/10/2021
26,3,245,18,5,234,Staten Island,2/9/2021
19,5,267,17,5,219,Staten Island,2/8/2021
10,3,99,16,5,188,Staten Island,2/7/2021
22,7,180,17,5,205,Staten Island,2/6/2021
20,4,242,17,5,202,Staten Island,2/5/2021
14,3,285,16,5,201,Staten Island,2/4/2021
18,7,321,17,6,199,Staten Island,2/3/2021
18,6,142,18,5,193,Staten Island,2/2/2021
13,3,44,18,5,213,Staten Island,2/1/2021
17,6,218,19,5,257,Staten Island,1/31/2021
18,4,164,20,5,252,Staten Island,1/30/2021
16,6,234,20,6,263,Staten Island,1/29/2021
16,7,268,22,6,277,Staten Island,1/28/2021
28,5,279,23,5,289,Staten Island,1/27/2021
21,2,281,22,6,299,Staten Island,1/26/2021
19,7,357,22,6,307,Staten Island,1/25/2021
20,6,178,24,6,310,Staten Island,1/24/2021
21,10,245,25,6,321,Staten Island,1/23/2021
29,4,330,25,4,329,Staten Island,1/22/2021
25,4,350,26,5,332,Staten Island,1/21/2021
18,7,352,27,5,342,Staten Island,1/20/2021
24,6,337,29,5,346,Staten Island,1/19/2021
33,6,379,30,5,357,Staten Island,1/18/2021
23,2,256,30,4,370,Staten Island,1/17/2021
25,2,297,30,5,383,Staten Island,1/16/2021
32,9,356,31,5,393,Staten Island,1/15/2021
35,5,419,30,5,411,Staten Island,1/14/2021
33,6,378,29,5,416,Staten Island,1/13/2021
31,5,415,29,5,437,Staten Island,1/12/2021
28,2,469,28,5,451,Staten Island,1/11/2021
27,4,344,28,6,478,Staten Island,1/10/2021
29,4,371,26,6,486,Staten Island,1/9/2021
26,8,481,26,7,506,Staten Island,1/8/2021
28,7,452,26,6,455,Staten Island,1/7/2021
31,6,524,25,5,445,Staten Island,1/6/2021
24,5,518,23,5,437,Staten Island,1/5/2021
29,8,658,22,6,446,Staten Island,1/4/2021
15,5,400,21,6,433,Staten Island,1/3/2021
26,8,509,21,6,420,Staten Island,1/2/2021
28,3,122,21,5,404,Staten Island,1/1/2021
20,3,387,19,6,400,Staten Island,12/31/2020
18,4,465,18,6,379,Staten Island,12/30/2020
19,9,584,18,6,370,Staten Island,12/29/2020
20,7,562,19,6,338,Staten Island,12/28/2020
19,9,312,19,6,319,Staten Island,12/27/2020
21,2,393,19,5,316,Staten Island,12/26/2020
13,7,96,19,6,297,Staten Island,12/25/2020
13,4,241,20,5,332,Staten Island,12/24/2020
23,5,399,21,5,324,Staten Island,12/23/2020
24,10,364,20,5,300,Staten Island,12/22/2020
20,3,429,19,5,297,Staten Island,12/21/2020
22,7,293,19,5,286,Staten Island,12/20/2020
19,4,260,18,5,279,Staten Island,12/19/2020
20,4,335,19,5,273,Staten Island,12/18/2020
20,5,186,19,6,263,Staten Island,12/17/2020
13,4,236,20,5,276,Staten Island,12/16/2020
17,6,339,24,5,288,Staten Island,12/15/2020
19,4,350,24,5,281,Staten Island,12/14/2020
19,6,248,26,5,284,Staten Island,12/13/2020
23,8,218,27,4,279,Staten Island,12/12/2020
23,7,266,26,4,284,Staten Island,12/11/2020
27,2,277,26,4,293,Staten Island,12/10/2020
37,5,318,27,4,301,Staten Island,12/9/2020
22,4,291,25,4,311,Staten Island,12/8/2020
32,2,370,26,4,321,Staten Island,12/7/2020
22,2,216,23,4,322,Staten Island,12/6/2020
20,4,249,23,5,331,Staten Island,12/5/2020
23,6,328,22,4,326,Staten Island,12/4/2020
35,3,337,23,4,319,Staten Island,12/3/2020
23,4,384,21,4,284,Staten Island,12/2/2020
25,9,363,20,4,271,Staten Island,12/1/2020
14,2,378,19,3,253,Staten Island,11/30/2020
24,4,280,21,3,240,Staten Island,11/29/2020
12,1,215,20,2,226,Staten Island,11/28/2020
27,5,273,21,3,218,Staten Island,11/27/2020
19,2,92,20,2,211,Staten Island,11/26/2020
20,4,295,20,2,226,Staten Island,11/25/2020
19,3,238,19,2,212,Staten Island,11/24/2020
25,1,289,17,2,206,Staten Island,11/23/2020
19,1,178,15,2,191,Staten Island,11/22/2020
20,4,161,14,2,187,Staten Island,11/21/2020
17,1,224,13,2,180,Staten Island,11/20/2020
20,0,200,12,2,173,Staten Island,11/19/2020
13,2,197,11,2,168,Staten Island,11/18/2020
8,2,190,12,2,164,Staten Island,11/17/2020
10,2,187,12,2,157,Staten Island,11/16/2020
12,4,152,11,1,160,Staten Island,11/15/2020
11,1,111,11,1,152,Staten Island,11/14/2020
12,1,173,10,1,149,Staten Island,11/13/2020
11,2,164,8,1,143,Staten Island,11/12/2020
18,1,169,8,1,135,Staten Island,11/11/2020
9,0,146,6,1,131,Staten Island,11/10/2020
5,0,202,6,1,123,Staten Island,11/9/2020
11,1,99,5,1,108,Staten Island,11/8/2020
3,1,89,5,1,100,Staten Island,11/7/2020
1,1,131,5,0,95,Staten Island,11/6/2020
9,0,111,6,1,87,Staten Island,11/5/2020
6,1,138,5,1,79,Staten Island,11/4/2020
5,0,92,5,1,72,Staten Island,11/3/2020
3,0,93,5,1,70,Staten Island,11/2/2020
8,1,45,5,1,66,Staten Island,11/1/2020
5,0,52,4,1,65,Staten Island,10/31/2020
6,2,77,4,1,62,Staten Island,10/30/2020
5,0,56,4,0,58,Staten Island,10/29/2020
3,1,90,4,0,60,Staten Island,10/28/2020
3,0,76,4,0,55,Staten Island,10/27/2020
5,0,69,4,0,49,Staten Island,10/26/2020
3,1,32,4,1,44,Staten Island,10/25/2020
4,0,32,4,1,45,Staten Island,10/24/2020
3,1,48,5,1,46,Staten Island,10/23/2020
4,0,76,5,0,44,Staten Island,10/22/2020
8,1,49,5,0,39,Staten Island,10/21/2020
4,0,38,4,0,37,Staten Island,10/20/2020
4,1,36,4,0,38,Staten Island,10/19/2020
3,1,33,4,0,38,Staten Island,10/18/2020
6,0,39,3,0,35,Staten Island,10/17/2020
4,0,38,3,0,35,Staten Island,10/16/2020
3,0,40,3,0,34,Staten Island,10/15/2020
5,0,33,3,0,33,Staten Island,10/14/2020
5,0,45,3,0,33,Staten Island,10/13/2020
0,1,37,2,0,31,Staten Island,10/12/2020
1,0,14,2,0,31,Staten Island,10/11/2020
5,1,36,3,0,33,Staten Island,10/10/2020
3,0,31,2,0,30,Staten Island,10/9/2020
4,0,33,2,0,31,Staten Island,10/8/2020
0,0,37,2,0,30,Staten Island,10/7/2020
1,0,29,2,0,30,Staten Island,10/6/2020
2,0,37,2,0,31,Staten Island,10/5/2020
4,1,26,2,0,32,Staten Island,10/4/2020
3,1,17,2,0,33,Staten Island,10/3/2020
2,0,36,2,0,35,Staten Island,10/2/2020
1,0,26,2,0,34,Staten Island,10/1/2020
0,0,41,2,0,34,Staten Island,9/30/2020
3,0,33,2,0,33,Staten Island,9/29/2020
2,0,47,2,0,32,Staten Island,9/28/2020
3,0,28,2,0,29,Staten Island,9/27/2020
2,0,33,1,0,28,Staten Island,9/26/2020
1,0,28,1,0,25,Staten Island,9/25/2020
3,0,26,1,0,24,Staten Island,9/24/2020
0,1,37,1,0,24,Staten Island,9/23/2020
0,0,26,1,0,22,Staten Island,9/22/2020
2,0,24,1,0,20,Staten Island,9/21/2020
1,0,21,1,0,21,Staten Island,9/20/2020
1,0,13,1,0,20,Staten Island,9/19/2020
0,0,24,1,0,20,Staten Island,9/18/2020
2,0,25,1,0,19,Staten Island,9/17/2020
1,1,18,2,0,20,Staten Island,9/16/2020
1,0,18,2,0,21,Staten Island,9/15/2020
2,0,26,2,0,22,Staten Island,9/14/2020
1,0,13,2,0,21,Staten Island,9/13/2020
1,0,19,2,0,21,Staten Island,9/12/2020
2,0,16,1,0,22,Staten Island,9/11/2020
3,0,27,1,0,23,Staten Island,9/10/2020
1,0,25,1,0,22,Staten Island,9/9/2020
1,0,30,1,0,21,Staten Island,9/8/2020
2,0,18,1,0,20,Staten Island,9/7/2020
1,0,13,1,0,20,Staten Island,9/6/2020
0,0,24,1,0,22,Staten Island,9/5/2020
2,0,26,1,0,20,Staten Island,9/4/2020
1,0,17,1,0,19,Staten Island,9/3/2020
0,0,17,1,0,18,Staten Island,9/2/2020
1,1,24,2,0,18,Staten Island,9/1/2020
1,0,22,2,0,17,Staten Island,8/31/2020
4,0,25,2,0,16,Staten Island,8/30/2020
1,0,7,1,0,13,Staten Island,8/29/2020
1,0,21,1,0,13,Staten Island,8/28/2020
2,0,13,1,0,12,Staten Island,8/27/2020
2,0,16,1,0,13,Staten Island,8/26/2020
1,0,12,1,0,13,Staten Island,8/25/2020
2,1,15,1,0,14,Staten Island,8/24/2020
0,0,7,1,0,13,Staten Island,8/23/2020
1,1,7,1,0,13,Staten Island,8/22/2020
0,0,14,1,0,14,Staten Island,8/21/2020
1,0,20,1,0,14,Staten Island,8/20/2020
1,0,18,1,0,13,Staten Island,8/19/2020
2,0,14,1,0,13,Staten Island,8/18/2020
0,1,14,1,0,13,Staten Island,8/17/2020
1,0,7,2,0,15,Staten Island,8/16/2020
2,0,9,2,0,15,Staten Island,8/15/2020
2,1,16,1,0,15,Staten Island,8/14/2020
0,0,12,1,0,14,Staten Island,8/13/2020
0,0,18,2,0,14,Staten Island,8/12/2020
4,0,18,2,0,14,Staten Island,8/11/2020
2,0,22,1,0,12,Staten Island,8/10/2020
1,0,12,1,0,12,Staten Island,8/9/2020
1,0,7,1,0,11,Staten Island,8/8/2020
0,0,6,2,0,11,Staten Island,8/7/2020
3,0,18,2,0,13,Staten Island,8/6/2020
0,0,15,2,0,12,Staten Island,8/5/2020
1,0,7,2,0,12,Staten Island,8/4/2020
1,0,19,3,0,14,Staten Island,8/3/2020
4,0,8,3,0,15,Staten Island,8/2/2020
2,0,7,2,0,16,Staten Island,8/1/2020
3,0,18,3,0,17,Staten Island,7/31/2020
2,0,12,2,0,18,Staten Island,7/30/2020
2,1,13,3,0,21,Staten Island,7/29/2020
4,0,18,3,0,22,Staten Island,7/28/2020
1,0,26,2,0,22,Staten Island,7/27/2020
2,0,19,3,0,23,Staten Island,7/26/2020
4,0,13,3,0,23,Staten Island,7/25/2020
1,1,28,2,0,23,Staten Island,7/24/2020
5,0,27,2,0,23,Staten Island,7/23/2020
2,0,20,2,0,24,Staten Island,7/22/2020
2,0,21,2,0,24,Staten Island,7/21/2020
3,0,32,2,0,24,Staten Island,7/20/2020
2,0,17,2,0,24,Staten Island,7/19/2020
1,0,19,2,0,24,Staten Island,7/18/2020
1,0,23,2,0,23,Staten Island,7/17/2020
3,0,35,2,0,21,Staten Island,7/16/2020
2,0,22,2,0,19,Staten Island,7/15/2020
0,0,19,2,0,19,Staten Island,7/14/2020
5,0,35,2,0,21,Staten Island,7/13/2020
0,0,13,1,0,20,Staten Island,7/12/2020
0,0,13,1,0,20,Staten Island,7/11/2020
3,0,13,1,0,20,Staten Island,7/10/2020
1,0,18,1,0,19,Staten Island,7/9/2020
2,2,25,1,1,19,Staten Island,7/8/2020
1,0,32,1,1,21,Staten Island,7/7/2020
2,0,28,1,1,21,Staten Island,7/6/2020
0,0,12,1,1,20,Staten Island,7/5/2020
1,1,12,1,1,20,Staten Island,7/4/2020
1,0,8,1,1,20,Staten Island,7/3/2020
0,3,17,1,1,21,Staten Island,7/2/2020
0,1,39,1,1,23,Staten Island,7/1/2020
2,0,29,2,1,19,Staten Island,6/30/2020
2,3,23,2,1,17,Staten Island,6/29/2020
0,0,11,2,1,17,Staten Island,6/28/2020
1,1,13,2,1,16,Staten Island,6/27/2020
2,1,16,2,1,15,Staten Island,6/26/2020
3,1,28,2,1,14,Staten Island,6/25/2020
4,1,14,2,1,14,Staten Island,6/24/2020
2,0,16,1,1,14,Staten Island,6/23/2020
2,2,18,1,1,15,Staten Island,6/22/2020
2,1,9,1,1,15,Staten Island,6/21/2020
0,2,6,0,1,14,Staten Island,6/20/2020
1,2,9,1,1,13,Staten Island,6/19/2020
1,1,25,1,1,15,Staten Island,6/18/2020
0,0,16,1,1,13,Staten Island,6/17/2020
1,0,20,1,1,13,Staten Island,6/16/2020
0,2,18,2,1,13,Staten Island,6/15/2020
0,2,4,2,1,13,Staten Island,6/14/2020
1,1,2,3,1,13,Staten Island,6/13/2020
3,0,18,3,1,14,Staten Island,6/12/2020
1,1,16,2,1,12,Staten Island,6/11/2020
3,2,14,3,1,14,Staten Island,6/10/2020
4,2,19,3,1,19,Staten Island,6/9/2020
2,0,19,3,1,21,Staten Island,6/8/2020
4,1,4,3,2,24,Staten Island,6/7/2020
2,0,7,2,2,25,Staten Island,6/6/2020
1,1,8,2,2,27,Staten Island,6/5/2020
2,2,29,3,2,29,Staten Island,6/4/2020
3,3,45,3,2,29,Staten Island,6/3/2020
6,1,34,4,2,29,Staten Island,6/2/2020
3,3,43,3,2,33,Staten Island,6/1/2020
0,2,12,3,2,29,Staten Island,5/31/2020
2,1,15,4,2,29,Staten Island,5/30/2020
3,2,27,4,2,32,Staten Island,5/29/2020
7,1,30,4,3,33,Staten Island,5/28/2020
4,2,43,4,3,40,Staten Island,5/27/2020
4,1,58,4,4,42,Staten Island,5/26/2020
3,2,16,5,4,39,Staten Island,5/25/2020
5,5,15,5,4,43,Staten Island,5/24/2020
4,2,37,5,4,42,Staten Island,5/23/2020
4,5,32,5,4,40,Staten Island,5/22/2020
5,3,78,5,4,40,Staten Island,5/21/2020
5,7,56,6,4,35,Staten Island,5/20/2020
6,5,42,7,4,34,Staten Island,5/19/2020
6,2,38,8,4,35,Staten Island,5/18/2020
5,2,10,7,4,34,Staten Island,5/17/2020
3,2,25,7,5,34,Staten Island,5/16/2020
7,6,33,8,5,35,Staten Island,5/15/2020
11,6,42,9,5,37,Staten Island,5/14/2020
12,6,47,9,5,39,Staten Island,5/13/2020
10,6,53,10,5,41,Staten Island,5/12/2020
4,3,27,10,6,45,Staten Island,5/11/2020
5,8,14,11,7,54,Staten Island,5/10/2020
9,3,32,12,8,57,Staten Island,5/9/2020
11,5,42,14,9,61,Staten Island,5/8/2020
13,4,60,14,10,66,Staten Island,5/7/2020
15,8,60,14,11,76,Staten Island,5/6/2020
11,12,81,13,11,85,Staten Island,5/5/2020
14,8,89,14,11,92,Staten Island,5/4/2020
13,15,35,15,11,95,Staten Island,5/3/2020
18,12,61,15,10,97,Staten Island,5/2/2020
13,8,78,16,9,100,Staten Island,5/1/2020
12,11,130,18,10,110,Staten Island,4/30/2020
13,14,124,20,11,109,Staten Island,4/29/2020
15,8,130,20,11,116,Staten Island,4/28/2020
20,9,107,22,11,129,Staten Island,4/27/2020
17,7,46,23,12,145,Staten Island,4/26/2020
23,9,88,25,14,158,Staten Island,4/25/2020
29,14,143,26,15,167,Staten Island,4/24/2020
22,13,127,26,15,187,Staten Island,4/23/2020
17,14,173,29,15,199,Staten Island,4/22/2020
24,11,216,31,17,219,Staten Island,4/21/2020
32,16,224,34,19,230,Staten Island,4/20/2020
28,19,134,38,20,224,Staten Island,4/19/2020
29,19,153,41,21,241,Staten Island,4/18/2020
32,15,279,43,22,264,Staten Island,4/17/2020
42,14,211,47,23,267,Staten Island,4/16/2020
32,24,317,49,24,279,Staten Island,4/15/2020
46,24,290,53,26,314,Staten Island,4/14/2020
58,25,185,57,26,363,Staten Island,4/13/2020
45,26,253,60,26,441,Staten Island,4/12/2020
47,28,311,64,26,451,Staten Island,4/11/2020
62,19,301,65,24,456,Staten Island,4/10/2020
53,25,298,66,26,462,Staten Island,4/9/2020
63,34,562,69,26,472,Staten Island,4/8/2020
69,27,630,72,24,429,Staten Island,4/7/2020
83,24,730,72,23,373,Staten Island,4/6/2020
72,22,323,70,21,326,Staten Island,4/5/2020
54,20,345,69,20,313,Staten Island,4/4/2020
69,29,345,69,19,301,Staten Island,4/3/2020
74,29,369,68,16,305,Staten Island,4/2/2020
83,16,264,66,14,310,Staten Island,4/1/2020
69,22,237,61,12,329,Staten Island,3/31/2020
72,10,398,58,10,345,Staten Island,3/30/2020
64,17,230,54,9,318,Staten Island,3/29/2020
50,13,266,50,8,330,Staten Island,3/28/2020
65,7,371,47,6,328,Staten Island,3/27/2020
56,10,404,43,5,319,Staten Island,3/26/2020
53,4,394,39,5,298,Staten Island,3/25/2020
48,6,350,34,4,263,Staten Island,3/24/2020
43,8,209,31,3,229,Staten Island,3/23/2020
34,6,317,27,2,212,Staten Island,3/22/2020
33,1,248,25,1,173,Staten Island,3/21/2020
33,3,310,21,1,141,Staten Island,3/20/2020
26,4,258,17,1,100,Staten Island,3/19/2020
23,0,150,13,0,65,Staten Island,3/18/2020
23,0,108,10,0,44,Staten Island,3/17/2020
15,0,91,8,0,29,Staten Island,3/16/2020
20,0,47,6,0,17,Staten Island,3/15/2020
7,0,23,3,0,10,Staten Island,3/14/2020
2,0,26,2,0,7,Staten Island,3/13/2020
3,0,13,2,0,3,Staten Island,3/12/2020
2,0,3,2,0,2,Staten Island,3/11/2020
5,0,2,1,0,1,Staten Island,3/10/2020
2,0,3,1,0,1,Staten Island,3/9/2020
0,0,1,0,0,0,Staten Island,3/8/2020
0,0,1,0,0,0,Staten Island,3/7/2020
1,0,1,0,0,0,Staten Island,3/6/2020
1,0,0,0,0,0,Staten Island,3/5/2020
0,0,0,0,0,0,Staten Island,3/4/2020
0,0,0,0,0,0,Staten Island,3/3/2020
0,0,0,0,0,0,Staten Island,3/2/2020
0,0,0,0,0,0,Staten Island,3/1/2020
0,0,0,0,0,0,Staten Island,2/29/2020
